5.08756E+14,21 CUBE Artisan Ice Cream Ang Mo Kio
223951262,Geláre Ang Mo Kio Hub
498387375,Jacks Place @ AMK
499837176,Deyi Secondary School
218509799,Ajisen Ramen @ AMK Hub
1035055696,"True Fitness, Djitsun Mall At AMK"
254561575,SP Design School
785393,Dover Crescent
927580,Anglo-Chinese Junior College
930182,Heritage View Condominium
855932,Anglo-Chinese School
1599030,Wah Chee
251875880,Singapore Maritime Academy
214186896,Anglo-Chinese School (Independent)
282860638,Tanjong Pagar Railway
284775841,"Dover, Singapore"
235397636,Singapore Arts Museum
236290359,ACJC Mrs Lee Choon Guan Theatre
978928973,St. Johns - St. Margarets Church (Anglican)
236937983,Dover Parkview Condomium
227703222,Anglo-Chinese Junior College
269846981,"Faith Centre for Performing Arts, ACJC"
234899909,Singapore Polytechnic W5A Studio
1170433,Singapore Polytechnic Main Library
250662861,Kota Singapura
78796080,Dover Home
219145446,"SEA Aquarium, Sentosa Island, Singapore"
244302078,Anglo-Chinese School (Independent) St John Ambulance Brigade
289667258,ACSI
495877,Dover Gardens
8471034,ACJC Theatre
244666265,ACS(I)
314074169,Holland Daily Scoop
259539502,Dover XO Fish Head Bee Hoon
497745399,"Park Royal Hotel, Beach Road"
244328490,Blk 3 Dover Road
495870,Dover Road
2245039,Food Court 2
241821245,acjc Fun O Rama
308539131,aidha
267192431,Blk 28A Dover Cresent
238771467,"Heritage View, Singapore"
1040657,Dover Rise
1517768,Yih Student Lounge
214760243,SP Optometry Centre
428877,Aware
238693822,Blk 17 Dover Crescent
508267740,Chloes Home Sweet Home
236095453,Foodcourt 2 Singapore Polytechnic
814916585,Lame City
30722,2 Dover Road
281116689,C.O.L.O.U.R.S @ Singapore Polytechnic
234782972,Blk 28b Dover Crescent
21973680,ACS Independent
240656830,"Raffles Country Club, Singapore"
30859,Coca-Cola Singapore Beverages
259387891,Multi Mission Range Complex
770615202,Fu Lin Men Chinese Restaurant
263069726,Shan Shui Palace @ Raffles Country Club
565053269,MMRC Range
305363716,Raffles Golf &amp; Country Club
279082606,Tuas Checkpoint Arrival Car (A1)
117894402,Choa Chu Kang Waterworks
1030236332,Fu Lin Men at Raffles Country Club
52438828,Safti 100m Range 1
501908799,Pasir Labar Jungle
323391802,Pub Tengeh Pumping Station
8805084,Safti 300M Range
399199284,Tuas Check Point
426755382,Hoya medical singapore Pte Ltd
316111612,SAFTI Range
1008943178,Live Firing Area
395439781,Tuas Avenue 3
312026806,SAFTI 300m RANGE 1
305452558,Leaders Hall @ Pasir Laba Camp
35143866,Bctc Fibua Village
509641635,Safti Live Firing Area
620455692,Golfers Terrace at RCC
319647074,Pasir Laba Medical Center
1.34445E+14,Aye Tuas
515756614,BCTC Training Area
872845089,Pasir Laba Road
309959414,BCTC
338897965,Gas Chamber at Pasir Laba Camp
1018753104,Mitsui High-Tec (Singapore) Pte Ltd
717854564,ASMI
234742403,MMRC
831065207,25M Range Pasir Laba Camp
1.31083E+14,Elephant Hill
825422025,Kuala Lumpur
575577507,Tuas Checkpoint&lt;3
298088514,Safety Academy at 1 Joo Koon Crest.
381411734,Pasir Laba 100M Range
7615767,SAFTI 100M Range
512638545,Dreamland with My Sweet Heart
1023000142,Pasir Laba Heavy Vehicle Carpark
1034836330,Gym
332206558,Rocky Hill Mess@PLC
241278370,Pasir Laba Camp Echo Company
2.63514E+14,Becton Dikinson
1033740096,65 Tuas Ave1
1004247995,455A Jalan Ahmad Ibrahim
1064698,Bukit Gombak Stadium
920193,Alif Restaurant
251127072,??? Little Guilin
215604613,Little Guilin
2628381,Guilin View
241268683,Bukit Gombak MRT Station
11581793,Regent Heights
11187584,Blk 361 Bukit Batok St 31
236351450,Cacio e Pepe
1003536741,Kediamanku
347148859,Palomas Lounge™
5048939,Bukit batok St32
5356762,Bukit Gombak Clubfitt Gym
241974067,Hong Kah North Community Club
27505302,Hillview
215599681,Bukit Gombak
488663713,Vivo City
2104486,Bukit Gombak Sports Hall
3795642,Cacio E Pepe
257417622,Bukit Gombak Nature Park
326819694,Blk 360 Bukit Batok Street 31
1146022,Regent Heights Condominium - Tower C
2172506,Hillview 128
239911112,Da Jie Niang Dou Fu
349228476,Lake Little Guilin
54017215,Bukit gombak wet Market
235582875,The Jolly Roger
7132156,Hwa Jin Vegetarian Family Restaurant
1327909,Merawoods
6981088,Bukit Gombak McDonald
859589960,Xiao Gui Ling
271635601,Hillview Merawoods
259460773,Hillview Residence
219051609,Hillview Crescent
1619578,The Amston
355773508,Bukit Batok St 33
1549689,Al-Ameen Eating House
2170008,Hilltop Grove
89266907,Montrosa
291450297,Guilin View Condominium@ Bukit Batok
287836893,Bukit Gombak Staduim
1.14808E+14,Bukit Batok Town Park
285492648,Bukit Gombak
17101810,Hillview Mansion
504437098,Bukit Gombak Activesg Gym
293662314,"Thohirah Restaurant, Bukit Gombak"
215917,Jalan Remaja
424918610,Bukit Batok Residence
392825,Jurong Lake Park
1465622,Chinese and Japanese Gardens
574420,Taman Jurong Market and Food Centre
578898338,"Jurong, Singapore"
285273849,Lake Vista @ Yuan Ching
615049,Superbowl Jurong
1900672,Kang Ching Rd
836153,Jurong Secondary School
445601543,The Live Turtle and Tortoise Museum of Singapore
264424380,Corporation Tiara
5995722,Jurong Fishery Port
257891754,St. Johns Island
593600876,Gymm Boxx Silver
236042658,Masjid Asyakirin
1344888,Tah Ching Road
1.15297E+15,????chun cui he - Singapore
239839065,The Ark @ Taman Jurong
59080032,Taman Jurong CC
212982392,Singapore Chinese and Japanese Garden
518512426,Yuan Ching Secondary School
604682205,Friday Night Boutique
235550497,"Tapah, Perak"
976382556,Taman Jurong
932422328,Friendship Forever
5604269,The Live Turtle &amp; Tortoise Museum
280540344,Yung Kuang Road
24178739,Blk 114 Ho Ching Road
1017825038,Assyakirin Mosque: Centre for Islamic Civilisation
480161006,"Yung Loh Road, Blk 155"
265696643,"Lake Wanaka, New Zealand"
297373791,China Town Singapore
1661491,Taman Jurong Shopping Centre
2928538,Blk 63 Yung Kuang Rd
5792479,Blk 64 Yung Kuang Road
242921192,Chinese Gardens
868174634,Jurong Lake
988027916,Anytime Fitness Taman Jurong
225915226,Taman Jurong Green Park
273282415,Princess Castle
270390124,Block 337C Tah Ching Road
16218928,SPH Print Centre
320766344,Blk 122 Yuan Ching Road
3413246,Jurong Lake Waterfront
321467617,RosJunWan Apt
276187650,Taman Jurong Community Centre
256990375,Sydney Opera House Darling Harbour
224666410,Macdonalds @ SuperBowl
6622961,Jurong Christian Church
217026782,Raffles Marina
1103702,Tuas Second Link Checkpoint
228127838,Malaysia–Singapore Second Link
572316,Raffles Marina Club House
3482315,Tiger Brewery Tour
264310013,Tuas 2nd Link Singapore Checkpoints
269767156,Raffles Marina Country Club
620794,Asia Pacific Breweries
1029574572,?????? ??? Kajiken Singapore
247123610,"Singapore Customs, Second Link, Tuas"
222970624,Marina Bistro @ Raffles Marina yacht club
234778976,Legoland Malaysia
13327396,Tuas West Extension Project Office
616661962,Singapore Tuas Check Point
3684071,"Tiger Tavern, Asia Pacific Breweries"
283406442,Raffles Marina Yacht Club
389938671,HP GSB Centre of Excellence
305543095,Tiger Beer Brewery
213105154,Captains Table @ Raffles Marina
240715520,Tuas West Drive
962784,Raffles Marina
767028,Tuas West Road
502661743,Aalst Chocolate
275541158,Tiger Beer Factory
287484272,Raffles Marina Light House
389868462,HP Indigo Singapore
1.78554E+15,Singapore Rendezvous
433397764,"Jahor Bahru, Malaysia"
734538512,"Jipang-I, Korean Ice Cream Corn"
18986029,Singapore Customs
933530482,Sembcorp Marine Integrated Mega Shipyard
597450720,"Johor Baru, Malaysia"
317622890,Tuas Link
67103551,Boilermaster Pte Ltd
540585942,Tuas Lighthouse
304548353,Firmenich Asia
299142411,Wonderful Kepulauan Anambas
257376840,Tuas Checkpoint Departure Car(D2)
8891994,Tuas Link 4
241181389,Marina Bistro @ Raffles Marina Club
317684721,Singapore Epson Ind Pte Ltd
246754842,3M Innovation Pte Ltd
1002492,Procter &amp; Gamble
1027211089,Zhujiang river (guangzhou)Tiongkok
218157349,Tuas Checkpoint Arrival Car (A2)
288156537,Western Digital Media
1023057234,Tuas West Depot
276497167,Real Food Cafe
4441073,NEWater Visitor Centre
845966,Laguna 88
867911180,Udders &amp; Kook
89009635,Eastwood Regency
276545430,NewWater
4975809,Eastwood Terrace
5306117,Eastwood Way
316069068,"Bedok Garden, Singapore"
270333965,Bedok NEWater Plant
751449698,Saint Andrew Village
50482521,Laguna88
1429522,Eastwood Green
590980,Bedok Ria Park
293075661,Eastwood Walk
837789818,Eastwood Playground
415854261,Sungei Bedok
6743209,Bedok Newater Factory
584327177,Newwater Plant Changi
336187892,46 Eastwood Road
1020867189,"Laguna 88 Condo, Eastwood Road"
244864052,The New Water
1014281149,New Water
1021242212,48 Eastwood Green
2.02245E+14,32 Eastwood green
1007920563,Eastwood Haven
609851000,Eastwood PCN
1009788786,31 Eastwood Walk
1023003042,Toh Residence @ Eastana
282853467,East Coast Road
1018672344,9 Eastwood Way
1022528641,My Bed
1.57838E+14,Bedok Newwater Factory
5.03669E+14,ma maarif kawedusan-ponggok-blitar
291921429,Newater Factory
349754530,Botanical Garden
320594478,Atas Bintang Yg Paling Terang di Sore Hari
776191298,The New Water Visitor Centre
1.65364E+14,35 Eastwood Walk
1.39435E+15,Chinese tuition ?????
3.87129E+14,Jelly Bee by OLT
782291207,Larbodor Park
4.43636E+14,Eastana at Eastwood
761698413,Blk 110 Lengkong Tiga
837739911,Eastwood Canel
449906194,@ New Water Visitor Center
214104731,National Service Resort &amp; Country Club
215011467,"Bedok, Singapore"
10903196,"NSRCC, Safra Resort"
175233,National Sailing Centre
215042448,NSRCC Tanah Merah Chalet
817129,Laguna National Golf &amp; Country Club
1019612527,"Laguna National, Singapore"
624869,Nsrcc :)
240713578,NSRCC Bungalow
247723277,Eastern Bunkering Bravo(AEBB)
241825918,NSRCC Bowling Centre
7329195,NRSCC
344089149,AEBA(singapore anchorage)
2861696,East Coast Park Area H
370278216,NSRCC Bungalow Chalet
827139876,The Nest - Laguna National Golf and Country Club
718831,Six Pipes Jetty
4107752,Coastal Park Connector
44161011,NSRCC Changi
241056499,East Coast Park Double Jetty
238017915,Nsrcc 10 Changi Coast Walk Singapore 499739
1019047638,Masters Course Laguna National Country Club
446644525,Changi Coastal Park Connector
3.52528E+14,The Nest at Laguna National
2.04037E+14,Le Freeport Singapore
412889226,NSRCC Changi Beach
258264279,Japanese Izakaya Enmaru Sushi Sashimi Bar @ Laguna Golf &amp; Country Club
595726973,Classic Golf Course in Laguna National Golf and Country Club
7249567,10 Changi Coast Walk
279730845,Laguna Golf And Country Club
249841445,NSRCC Changi Bungalow Chalet 10
234391185,Safra resort chalet - Changi
297315387,Laguna Country Club
5.95845E+14,Cheerpygal Home Sweet Home???
468218616,The Beast - World Classic Course @ Laguna National
669650936,Angsana Resort &amp; Spa Bintan
691288,Safra Resort &amp; Country Club
234585017,Nsrcc Safra Resort Chalet - Bungalow 39P
422506297,Tenah Merah Country Club
757539832,The Championship
329677290,Changi Costal Road
254925636,Longkang 6 Ecp
588653265,South China Sea
287922009,Tanah Merah Beach
1019186966,Backstage Photography
2620952,Bungalow 26 @ NSRCC
11717296,Bungalow 24 @ Nsrcc
431921641,10 Changi Coast Walk....country Club !!!
430272,Zuellig Pharma
218532940,16 Changi North Way
903748107,Hijrahstory
273835952,Pan Asia Logistic Centre @ 21 Changi North Way
285289437,"Panalpina, No.16 Changi North Way"
8.53139E+14,Pan Asia Logistics
716211215,Panalpina World Transport (S) Pte Ltd
596884012,Singapore Changi Airport Private Jet Operations Centre
267936226,Futar Enterprise Pte Ltd
795837636,Qr945
1.72997E+14,28 Changi North Rise
293811739,4 Fingers at Changi T3
3330911,Changi Prison Transit Centre
801378513,Linxens
485056068,Telin
1018523361,FUTAR
1009101368,SQ237
5325658,7-11 Distribution Centre
1032241251,Changi Prison Headquarter
1015614859,Changi Airport T3 SQ213
579062833,Changi Airport Terminal 2 Basement Airport Pass
1025513540,Travel
797865471,SQ308 Boeing 777-300ER
272595383,Spear Base Shooting Range
472388529,Airport Pass Office @ Changi Airport T2
1.27079E+14,Telin Data Center - Changi
1024046523,Prison Transit Centre
797159977,11 Changi North Way
9.41644E+14,QR947 to Doha
5.49118E+14,Butterfly Shoppy
413170030,"Golden City Batam, Indonesia"
1010992080,"Sq830 Runway, Changi"
967309324,Leith Park
646270407,Singapore Changi Airport T2 Apd Office
3.08621E+14,Signapore Airport
401372853,Changi Prison Cluster C
433543034,PanAsia Logistics 21 Changi North Way
698687308,Zuellig Pharma - ssg Warehse
1.90405E+14,10 Upper Changi North Road
337246509,30 Changi North Way
1.72129E+14,JEL Centre
722241332,On Board GA 825
4.06676E+14,Popeyes @ T3
449870956,Zuellig Pharma Medical Device Dept. ( Bad Boyz )
271570734,Playground at Changi Termainal 3
109099477,La Marelle Café &amp; Boutique
638012,Bishan Stadium
236258164,Mellben Seafood Toa Payoh
213413813,"Borobudur Temple, Yogyakarta"
321888499,Gymmboxx
213449395,Singapore Press Holdings Ltd
216408867,Starbucks @ Bishan CC
258675173,"Bishan St, Singapore"
1050323,Bishan Sports Hall
682108271,BCA Academy
236103546,Sji Bishan Campus
10785026,Sky Habitat
880672,Masjid An-Nahdhah
235484054,Uncle Leong Seafood @ Toa Payoh Lor 8
281024876,Australian International School
239363099,Islamic Religious Council of Singapore (MUIS)
311812653,Niche Savoureuse
258602895,Sensual Nails Spa
346051412,Toa Payoh Park
513296223,Hidden Leaf Village Konahagakure
245693004,Toa Payoh Lorong 8 Blk 223
523339753,Guangyang Secondary School
645236772,Grinaffair
243634,Kuo Chuan Presbyterian Secondary School
49911851,Bishan St12
894118207,Beatty Secondary School
445736794,Bishan Community Club
518783287,"National Orchid Garden, Botanic Gardens"
261576629,Zion Bishan Bible-Presbyterian Church
2.59229E+14,WooW
223244093,??? Kim San Leng
331329254,GymBoxxx BishaN
1.89365E+14,Millian
266626336,Bishan Loft Condo
272413121,SPH Singapore Press Holdings
1609410,Muhajirin Mosque
234760638,Sentosa Candylicious Singapore
267298932,Gymboxx Bishan
215033184,Big Berns American Grill
242209003,Smrt Bishan Depot
217021555,Ming Kee Chicken Rice @ Kim San Leng
610012479,"Teochew Cuisine Restaurant, 212 Lorong 8 Toa Payoh"
1.77877E+15,The Arena
509982023,Monako Seafood Deli
127418935,Gymmboxx XL
521463562,Kuo Chuan Secondary School
614148171,The Living Room - Zion Bishan
250366274,Rainforest Show @ Singapore Zoo
38079931,Jurong Point Shopping Centre
2212250,Jurong Point
40017238,Malaysia Boleh at Jurong Point
1411681,Swensens Jurong Point
346000163,Legendary Hong Kong
757218,Fish &amp; Co. Jurong Point
279717,Jurong West Central 1
2065689,Starbucks - Jurong Point
280510354,Seoul Garden at Jurong Point
1279369,Pizza Hut @ Jurong Point
1016693032,Monster Curry at Jurong Point
255099848,McDonalds Jurong Central Park
244818,The Centris
717708,Ambush @ Jurong Point
1159410,The Coffee Bean &amp; Tea Leaf - Jurong Point 1
459429,Bakerzin Jurong Point
222598127,Starbucks Singapore
2189659,Jurong West Secondary School
386830538,???? Legendary Hong Kong
214263072,MOF &amp; LENAS @ Jurong Point
443015,Men-ichi Japanese Ramen
495461,Ayam Penyet Ria - Jurong Point 1
85921117,Poulet @ Jurong Point
1737374,Golden Village
1026848237,Fighter Fitness Singapore - Pioneer
897235,PUTIEN @ Jurong Point
561684,Ichiban Sushi - Jurong
1054161,ThaiExpress @ Jurong Point
1828531,Jurong West Public Library
215815065,Pioneer MRT Station
6107986,GV @ Jurong Point
462315549,??? Kabe no Ana - Jurong Point
235370133,????? Kuishinbo @Jurong Point
1.72288E+15,Tuk Tuk Cha Thai Tea &amp; Coffee Jurong Point
238566706,Cantine at Jurong Point
1015210973,The Manhattan FISH MARKET Singapore
242071176,McDonalds Jurong Point
1496501,McDonalds @ Jurong Point
2.59411E+14,Brio - European Street Food &amp; Coffee
1161613,Ji De Chi Dessert
675600,Crystal Jade La Mian Xiao Long Bao @ Jurong Point
188918,The Frontier Community Club
478493578,Kabenoana At Jurong Point
253542894,???@Jurong Point
62982736,Kushinbo Jurong Point
419212632,Eggs &amp; Berries at Jurong Point
1447599,Carls Jr @ Jurong Point
1022613365,Golden Village @Jurong Point Shopping Mall
214266141,Jurong Bird Park
313110,Jurong Bird Park
6.12201E+14,SDV
317772007,Jurong Bird Park@ Singapore ?????????
637078,Jurong Central Park
235355115,"Boon Lay, Singapore"
381036534,Jurong
47688993,Jurong Safra
1717222,Safra jurong
15977540,Jurong Hill Prawn Fishing &amp; Beer Garden
1107583,Jurong Hill
659250,KBOX - Safra Jurong
258564514,Joy Garden Ballroom@Jurong Safra
732416260,Eco-Tech at Sunview Singapore
243922838,Hai Bin Prawning &amp; Fishing at Jurong Hill
21639,Jurong Hilltop Restaurant
223103870,Waterfall Aviary - Jurong Bird Park - Singapore
729335,Ah Yat Seafood Restaurant - Jurong
7090328,Sakura@ Safra Jurong
460307,Swimming Pool @SAFRA Jurong
1734297,Jack’s place@Jurong Safra
6807228,Lory Loft @ Jurong Birdpark
570048408,Sdv
258938399,Jurong Singapore Bird Park
1019489744,Manekineko Safra Jurong Clubhouse
219761432,EnergyOne Gym @SAFRA Jurong
362340385,SAFRA Jurong
6807611,Birdz of Play @Jurong Bird Park
913707,Jurong Island Check Point
1017390023,Safra Jurong
263043590,Kidz Amaze Indoor Playground
235457194,Kidz Amaze @ Safra Jurong
702974521,Parque de aves de Jurong
267179559,Pioneer Point
1993085,Penguin Coast @ Jurong Birdpark
704771488,Jurong Bird Park
2839530,Pools Amphitheatre @ Jurong Bird Park
1142404,Kidz Amaze
293814318,Joy Garden @ Safra Jurong
241857628,Kids Amaze Indoor Playground @Safra Jurong
248271207,Gelare at Safra Jurong
1.25908E+15,SAFRA Jurong
1026178667,i Darts Fame2
4282293,African Waterfall Aviary
326891219,LionCity CrossFit
523505226,Autotrac
269567086,Jurong Safra Club
1003685922,Real Yoga at Safra Jurong
1759961,IKEA Alexandra
145207753,Gillman Barracks
8152933,Alkaff Mansion Ristorante
477229,ABC Brickworks Market &amp; Food Centre
679311375,Park Hotel Alexandra
692748,Ikea Restaurant
216940846,Alexandra Village Hawker Centre
29915972,Jalan Bukit Merah
252551392,The Interlace Singapore
227549353,Southern Ridges
3753631,Vineyard at HortPark
1029664860,Creamier Gillman Barracks
1020951517,Enabling Village
964790,Queensway Shopping Centre
560962,Alexandra Village Food Centre
909802006,Queensway Shopping Centre
217485137,KEK Seafood Alexandra
58883399,Timbre at Gillman
1013263,Alexandra Hospital
1198263,Telok Blangah Hill Park
19190346,Stew Küche
360570,Depot Road
801096,Anchorpoint Shopping Centre
715726,Forest Walk
914023292,Alexandra Hospital
964279554,The Bakehouse Carpenter and Cook
578723716,Art After Dark at Gillman Barracks
214246473,Masons Restaurant and Bar at Gillman Barracks
864766,AIA Alexandra
333226722,Salute Coffeeshop
1034218637,Geometry
36634553,Timbre
244129364,The Interlace Condo
2658832,The Interlace
482800171,Seletar Mall
247934473,Ma Maison at Anchorpoint
801439,Gillman Village
43804862,SP Jain School of Global Management
1105796,Keng Eng Kee Seafood
949933837,"The Carvery, Park Hotel Alexandra"
690108,The Anchorage
1528325,Mercedes Benz @ Alexandra
293972035,Immanuel French Kitchen
234285259,"Anchorpoint, Singapore"
574076,Jalan Rumah Tinggi
237956987,Southern Ridges - Forest Walk
1011789079,Atmosphere Café Bistro
844047,Lengkok Bahru
11860850,MacRitchie Reservoir
269517413,MacRitchie Reservoir Boardwalk
87555485,Lornie Trail
812333,Lakeview
976197743,Lake View Estate
249967656,Drama Centre Theatre @ National Library Buliding
230062790,HSBC treetop walk @ Macritchie
557360024,??????
508479620,MacRitchie-Stausee
363257423,Syonan Jinja
670322561,Jungle
1011417752,Joo Chiat Terrace
1209630,Taman Permata
347094166,Lakeview Upperthomson
286296036,"Upper Thomson,singapore"
787050515,Chemperai Trail
648322625,Petai Trail
267485199,Little Part One Cafe
495394183,"Sri Sivan Temple, Geylang East Central, Singapore"
69479580,"Bright Hill Crescent, Singapore"
91338104,??????
453148854,Macritchie Reservoir Prunus Trail Boardwalk
1.77409E+15,St Theresas Home Singapore
638156585,???-?????
256049012,Macritchie Treetop Walk
481321648,Alodge
768588730,Macritchie Fitness Park
547972508,Hai Lam Sua Tee Kong Toa Temple
347122384,Jalan Pelatina
574385867,"Macritchie Reservoir Park, Singapore"
1033474696,Wellington  Circle Sembawang
285417314,&lt;3 Home Sweet Home &lt;3
1019116991,Mcrichie
994688982,Bus 980
305476963,Toa Pa Yoh Hub
1028924234,SOS
785482012,??????
748266379,"Tree Top Walk, Singapore"
1035612785,Disingapore
1023664053,Panasnyamintaampun
728937901,MacRitchie Reservoir
392204180,My awesome room! :D
634557659,Tan Teck Seng Hospital
515949132,Ice Age 2 Cafe
1018390268,Healthy Life
291324072,My Place of Zen &amp; Peace
588506280,Bus 165
625845745,Fatboy
262869722,"Singapore,singapore City"
14500822,Maplewoods Condo
228330407,The Cascadia
11076561,Floridian
269153190,Singpore
963390121,2XU Compression Run 2015
235938447,The nexus Condo
252739423,Open Field Old Holland Road
339333330,Wilby Residence Bukit Timah
4789506,Wilby Bukit Timah
230036530,Tan Chong Motor Bukit Timah
1113266,Old Holland Road
362486874,"Wilby, Bukit Timah, Singapore"
344155325,Dunearn Rd
722569122,Wilby Residences Singapore
55753267,Eleven @ Holland
468935394,"Brizay Park, Singapore"
242108645,The Nexus @ Bukit Timah
1.73205E+15,Super Import Night 2016 Bigbox
282156059,Pool Side At Maplewoods
280365887,Jems Place SG
444117272,Bukit Timah Rd
313723906,Mgs Blackmore
317629159,Pepperoni Pizzeria at Binjai Park
405664432,"Swissotel,Singapore"
348286060,Bukitimah
242041390,The Cascadia Condo
495768941,Singgapore
264533239,Floridian @ 969 Bukit Timah
351399018,953 The Nexus @ Bukit Timah Road
270588892,The Cascadia @ Bukit Timah
266832375,Mapplewood Bukit Timah Road
249826095,Singapore Zoo
1020889857,The Nexus
2.76528E+14,Tennis at Mapplewoods Condo
1030018011,Floridian 965 Bukit Timah
264598009,Go Go Bambini @ Dempsey Rd
447182425,Starbucks Coronation Plaza 24 Hours Bukit Timah Singapore
213710533,Tan Chong Motors Nissan Bukit Timah
2.86575E+14,La nonna@holland
56579551,1 Wilby Road
5.62382E+14,The Strength Institute
297299322,Bugis Junction
229659377,989 Bt Timah Road Maplewoods
234852651,Maplewoods Condominium
391787541,Bus 77
5210283,Caltex
1019909975,Brizay Park
221529221,Grand Copthorne Waterfront Hotel
67060,Holiday Inn Singapore Atrium
118800191,Common Man Coffee Roasters
397522,"Furama RiverFront, Singapore"
384189,Spize @ River Valley
941978268,Common Man Coffee Roasters
2368014,Great World City
327556374,Sin Lee Foods
214756511,Tiong Bahru Bakery
214356338,Plain Vanilla Bakery
214881949,Forty Hands
5341771,Tobys Estate Coffee
38296,Tiong Bahru Plaza
219634261,Tiong Bahru Market
218997284,BooksActually
456448,Hotel Re!
60244595,Tiong Bahru Hawker Centre
162869006,ButterScotch
5325941,Open Door Policy
501688590,Chapter 55
251908919,Tobys Estate Coffee (Asia)
401542921,Eiffel Tower
6309592,"Four Points by Sheraton Singapore, Riverview"
453713,Grand Copthorne Waterfront Hotel
164558236,The Bakery Chef
496268,Forty Hands
3936709,The Orange Thimble
41358480,PS.Cafe Petit
11888703,Copthorne Kings Hotel Singapore
1034419391,M Social Singapore
42369,Tiong Bahru Market And Food Centre
214707063,Bincho at Hua Bee
535486,Wine Bar @ Zouk
1245982,"Velvet Underground, Zouk Singapore"
214851538,Drips Bakery Cafe
429990,Zion Riverside Food Centre
215760414,"Robertson Quay, Singapore"
343312440,Under The Sea
244813616,PS.Cafe at Martin 38
4936429,Drips Bakery Cafe @ Tiong Bahru
219092697,Ikoi Japanese Restaurant
765728523,Cream &amp; Custard
43288862,Flock Cafe
533852,Hotel Miramar Singapore Limited
1610263,BooksActually
294835323,The Tastemaker Store
223715147,Redhill Hawker Centre
127765136,The Dispensary
19973,ITE College West
284075211,Hongkong Disneyland
907619838,Pioneer Junior College
2549670,"Blk 151, Jalan Teck Whye"
