location_id,name,code,date_time
237667479,"Kok Fah Technology Farm",BRyAY5vh-JE,"2017-03-18 13:35:22"
237667479,"Kok Fah Technology Farm",BRXvRitBWa9,"2017-03-08 08:45:34"
237667479,"Kok Fah Technology Farm",BRIupihAhIY,"2017-03-02 12:51:30"
237667479,"Kok Fah Technology Farm",BRIe3Wzhunz,"2017-03-02 10:33:34"
237667479,"Kok Fah Technology Farm",BQ5Fv1EhvKU,"2017-02-24 11:05:29"
237667479,"Kok Fah Technology Farm",BQsinldl6Cc,"2017-02-19 14:07:38"
237667479,"Kok Fah Technology Farm",BQpDuJjFs2E,"2017-02-18 05:39:56"
237667479,"Kok Fah Technology Farm",BQnUI7blJ3Q,"2017-02-17 13:24:55"
253752159,"Orchid Ville",BMdvu7NAdzg,"2016-11-06 10:08:03"
253752159,"Orchid Ville",BL4vP_nDZx5,"2016-10-23 01:11:56"
253752159,"Orchid Ville",BL3rpZWhHTG,"2016-10-22 15:21:12"
253752159,"Orchid Ville",BL2mKhzjEPR,"2016-10-22 05:14:03"
253752159,"Orchid Ville",BL2l-ZQj8Aq,"2016-10-22 05:12:24"
253752159,"Orchid Ville",BL2lsgUD5J4,"2016-10-22 05:09:57"
253752159,"Orchid Ville",BL2lMikDii4,"2016-10-22 05:05:36"
253752159,"Orchid Ville",BL2SWFNhMSl,"2016-10-22 02:20:52"
253752159,"Orchid Ville",BL2Row-DSI1,"2016-10-22 02:14:41"
253752159,"Orchid Ville",BL2Q9fUDrKO,"2016-10-22 02:08:46"
253752159,"Orchid Ville",BL2OwM9DXw3,"2016-10-22 01:49:29"
385282354,"Kok Fah Technology Farm Pte Ltd",BNTUGZHDTtJ,"2016-11-27 05:25:34"
385282354,"Kok Fah Technology Farm Pte Ltd",BM7suo-jFE2,"2016-11-18 01:19:01"
385282354,"Kok Fah Technology Farm Pte Ltd",BMeOzOqjQZG,"2016-11-06 14:39:31"
385282354,"Kok Fah Technology Farm Pte Ltd",BMLNSBgjfvl,"2016-10-30 05:20:41"
385282354,"Kok Fah Technology Farm Pte Ltd",BMI1xKsDGq_,"2016-10-29 07:16:44"
385282354,"Kok Fah Technology Farm Pte Ltd",BLK0xuvDyAO,"2016-10-05 05:15:10"
385282354,"Kok Fah Technology Farm Pte Ltd",BKxrctzB_ni,"2016-09-25 10:52:38"
385282354,"Kok Fah Technology Farm Pte Ltd",BKxYs0MBrzD,"2016-09-25 08:08:48"
385282354,"Kok Fah Technology Farm Pte Ltd",BKxYlWNhyue,"2016-09-25 08:07:47"
385282354,"Kok Fah Technology Farm Pte Ltd",BKPvizrAzzY,"2016-09-12 06:34:14"
385282354,"Kok Fah Technology Farm Pte Ltd",BJpjO9rB1Cc,"2016-08-28 10:35:32"
385282354,"Kok Fah Technology Farm Pte Ltd",BJmTKx0Bpua,"2016-08-27 04:17:26"
765671472,"Qian Hu Fish Farm Jln Lekar",BLkp_N4DPBp,"2016-10-15 06:01:08"
765671472,"Qian Hu Fish Farm Jln Lekar",BKpPq8OB5-M,"2016-09-22 04:15:59"
765671472,"Qian Hu Fish Farm Jln Lekar",BKfYNZgDCke,"2016-09-18 08:18:11"
765671472,"Qian Hu Fish Farm Jln Lekar",BKcIoaxBzle,"2016-09-17 02:04:21"
765671472,"Qian Hu Fish Farm Jln Lekar",BKUpqbrgP_h,"2016-09-14 04:19:03"
765671472,"Qian Hu Fish Farm Jln Lekar",BKPoh7QAxxL,"2016-09-12 05:32:57"
765671472,"Qian Hu Fish Farm Jln Lekar",BKPoY5qgEwy,"2016-09-12 05:31:43"
765671472,"Qian Hu Fish Farm Jln Lekar",BKPoTgmg0Nv,"2016-09-12 05:30:59"
765671472,"Qian Hu Fish Farm Jln Lekar",BKPoNWKAc9o,"2016-09-12 05:30:09"
765671472,"Qian Hu Fish Farm Jln Lekar",BKPoFgUg-sX,"2016-09-12 05:29:04"
765671472,"Qian Hu Fish Farm Jln Lekar",BKPoANQgfd6,"2016-09-12 05:28:21"
765671472,"Qian Hu Fish Farm Jln Lekar",BKPn7_YgIj_,"2016-09-12 05:27:46"
264482139,Forrest@Orchidville,BSGgx1AhOKH,"2017-03-26 12:43:12"
264482139,Forrest@Orchidville,BSDO_hyj1Cn,"2017-03-25 06:10:04"
264482139,Forrest@Orchidville,BRyOJSADbvU,"2017-03-18 15:35:34"
264482139,Forrest@Orchidville,BRyNxVejmNb,"2017-03-18 15:32:18"
264482139,Forrest@Orchidville,BRN_jImFF-8,"2017-03-04 13:55:22"
264482139,Forrest@Orchidville,BQpxcbhjNKP,"2017-02-18 12:19:28"
264482139,Forrest@Orchidville,BQVBcKgAlL2,"2017-02-10 10:55:11"
264482139,Forrest@Orchidville,BQPRzbwDtKQ,"2017-02-08 05:22:44"
264482139,Forrest@Orchidville,BQFjBGpldJf,"2017-02-04 10:40:44"
264482139,Forrest@Orchidville,BPxanYkDz2H,"2017-01-27 15:02:31"
264482139,Forrest@Orchidville,BNl8AKagPZh,"2016-12-04 11:00:35"
264482139,Forrest@Orchidville,BMMFhP1AoxH,"2016-10-30 13:32:05"
1008508613,"Greenfingers Orchids and Exotics",BFEM6yZAKc5,"2016-05-06 12:23:04"
1008508613,"Greenfingers Orchids and Exotics",BFDwQ13gKWU,"2016-05-06 08:12:40"
1008508613,"Greenfingers Orchids and Exotics",BFBybCDgKXh,"2016-05-05 13:53:03"
1008508613,"Greenfingers Orchids and Exotics",BFBSlE9AKY6,"2016-05-05 09:14:48"
1008508613,"Greenfingers Orchids and Exotics",BE_HRl6AKdB,"2016-05-04 12:57:33"
1008508613,"Greenfingers Orchids and Exotics",BE-T9e9AKVN,"2016-05-04 05:29:09"
1008508613,"Greenfingers Orchids and Exotics",BE8rVOYAKRO,"2016-05-03 14:14:53"
1008508613,"Greenfingers Orchids and Exotics",BE8fSIkAKXS,"2016-05-03 12:29:37"
1008508613,"Greenfingers Orchids and Exotics",BE8V4gmAKUg,"2016-05-03 11:07:28"
1008508613,"Greenfingers Orchids and Exotics",BEyQ_xJgKVL,"2016-04-29 13:12:22"
1008508613,"Greenfingers Orchids and Exotics",BEyQvT_gKUk,"2016-04-29 13:10:07"
1008508613,"Greenfingers Orchids and Exotics",BEyQjhSAKT-,"2016-04-29 13:08:30"
947746702,"Koh Fah Vegetable Farm",BR4vSiABPxL,"2017-03-21 04:20:38"
947746702,"Koh Fah Vegetable Farm",BRxTJCKlxsv,"2017-03-18 06:59:59"
947746702,"Koh Fah Vegetable Farm",BRaNy9Nh5sr,"2017-03-09 07:50:45"
947746702,"Koh Fah Vegetable Farm",BRH2YzLFpj9,"2017-03-02 04:39:52"
947746702,"Koh Fah Vegetable Farm",BQrjbAFAl3U,"2017-02-19 04:55:25"
947746702,"Koh Fah Vegetable Farm",BQrL3kjgJxp,"2017-02-19 01:29:36"
947746702,"Koh Fah Vegetable Farm",BQrLj7hgVm7,"2017-02-19 01:26:55"
947746702,"Koh Fah Vegetable Farm",BQo_WwolqtN,"2017-02-18 05:01:47"
947746702,"Koh Fah Vegetable Farm",BQiVRbqB6x1,"2017-02-15 14:58:37"
947746702,"Koh Fah Vegetable Farm",BPmkaOMD62C,"2017-01-23 09:56:27"
947746702,"Koh Fah Vegetable Farm",BO880gpDadu,"2017-01-07 06:01:39"
947746702,"Koh Fah Vegetable Farm",BOuDXwug2QP,"2017-01-01 11:10:17"
1020651812,"Pond Paradise",BH6IvdijtNB,"2016-07-16 04:08:20"
1020651812,"Pond Paradise",BFRQyxrkgru,"2016-05-11 14:07:03"
1020651812,"Pond Paradise",BFLba2kGX1a,"2016-05-09 07:44:27"
1020651812,"Pond Paradise",BFBws80oyod,"2016-05-05 13:38:01"
1020651812,"Pond Paradise",BE8Q3Irq7e2,"2016-05-03 10:23:35"
1020651812,"Pond Paradise",BE8JBkbC48a,"2016-05-03 09:15:07"
1020651812,"Pond Paradise",BEzr4DJmX-S,"2016-04-30 02:26:29"
1020651812,"Pond Paradise",BEzh5K0j8_S,"2016-04-30 00:59:15"
1020651812,"Pond Paradise",BEpV-4NP6Je,"2016-04-26 02:02:46"
1020651812,"Pond Paradise",BEpLcfjj80n,"2016-04-26 00:30:42"
1020651812,"Pond Paradise",BEoYOu3o-GJ,"2016-04-25 17:03:10"
1020651812,"Pond Paradise",BEfcV65v6Mm,"2016-04-22 05:45:56"
344950179,"Woon Leng Nursery",BOYyum4DQ96,"2016-12-24 05:00:48"
344950179,"Woon Leng Nursery",BDZplmkPOVD,"2016-03-26 03:14:50"
344950179,"Woon Leng Nursery",BDH3-FVPOUZ,"2016-03-19 05:34:11"
344950179,"Woon Leng Nursery",BA4I0EUiX9d,"2016-01-23 09:50:44"
344950179,"Woon Leng Nursery",2xkemaIGyG,"2015-05-17 07:23:50"
344950179,"Woon Leng Nursery",2xkYz2IGyB,"2015-05-17 07:23:03"
344950179,"Woon Leng Nursery",2xkRrHIGx4,"2015-05-17 07:22:05"
344950179,"Woon Leng Nursery",2xkNr3IGxy,"2015-05-17 07:21:32"
344950179,"Woon Leng Nursery",2xkJGLIGxr,"2015-05-17 07:20:54"
344950179,"Woon Leng Nursery",2xkFk8oGxq,"2015-05-17 07:20:25"
344950179,"Woon Leng Nursery",zEflW-ptVK,"2015-02-14 05:41:04"
344950179,"Woon Leng Nursery",q0hVK_P-NT,"2014-07-24 04:37:20"
580143411,"Qian Hu",BKLZ5gjAiIM,"2016-09-10 14:08:08"
580143411,"Qian Hu",BJr15-jhSMP,"2016-08-29 07:57:10"
580143411,"Qian Hu",_yjTt1rqlv,"2015-12-27 09:15:24"
580143411,"Qian Hu",_tHExDKACr,"2015-12-25 06:32:30"
580143411,"Qian Hu",95i4m0L1ku,"2015-11-10 09:23:36"
580143411,"Qian Hu",32lbOUs2I_,"2015-06-13 02:39:43"
580143411,"Qian Hu",3ickO2HYjZ,"2015-06-05 06:57:29"
580143411,"Qian Hu",3TdVyuH7cT,"2015-05-30 11:15:39"
580143411,"Qian Hu",1fKV6ejk79,"2015-04-15 07:17:44"
580143411,"Qian Hu",1AjBHrqQFd,"2015-04-03 09:56:54"
1005900301,Acres,BOZwHVtDOsk,"2016-12-24 13:57:13"
1005900301,Acres,BMUPshLhsAF,"2016-11-02 17:34:56"
1005900301,Acres,BMBLllvFezO,"2016-10-26 07:53:28"
1005900301,Acres,BHIJgikAlPt,"2016-06-26 18:13:01"
1005900301,Acres,BCimGpABe_A,"2016-03-04 18:06:10"
1005900301,Acres,BBh9XWJSVnc,"2016-02-08 15:38:47"
1005900301,Acres,BA4vb-cExmO,"2016-01-23 15:28:14"
1005900301,Acres,9CiXKfkjBU,"2015-10-20 00:40:48"
1005900301,Acres,641XqxSqlI,"2015-08-27 13:11:42"
1005900301,Acres,63zDpUvuRC,"2015-08-27 03:32:15"
1005900301,Acres,2K_s0htjMD,"2015-05-02 07:51:20"
48939497,"Sungei Tengah",w03bLBRJqY,"2014-12-20 10:58:45"
48939497,"Sungei Tengah",vPuFRCr3sV,"2014-11-11 04:13:50"
48939497,"Sungei Tengah",uesuOuiIGg,"2014-10-23 03:19:09"
48939497,"Sungei Tengah",uCPSoREJfl,"2014-10-12 02:03:15"
48939497,"Sungei Tengah",s6xRx3RJl1,"2014-09-14 07:54:55"
48939497,"Sungei Tengah",st09lNRJnh,"2014-09-09 07:16:59"
48939497,"Sungei Tengah",pgK9-jjSnI,"2014-06-21 10:25:43"
48939497,"Sungei Tengah",ohM2FEzbVl,"2014-05-27 23:29:58"
48939497,"Sungei Tengah",nFffRplTHL,"2014-04-22 08:42:45"
48939497,"Sungei Tengah",kug8dULJFL,"2014-02-22 17:30:09"
48939497,"Sungei Tengah",ZC-I9XHYpz,"2013-05-08 09:53:20"
48939497,"Sungei Tengah",YHcNWKIE1i,"2013-04-15 07:01:39"
281320573,"Qian Hu Fish Gallery@Lim Chu Kang",BL50CRsAHxu,"2016-10-23 11:12:59"
281320573,"Qian Hu Fish Gallery@Lim Chu Kang",BKQ5MH-BK0h,"2016-09-12 17:17:46"
281320573,"Qian Hu Fish Gallery@Lim Chu Kang",BFY38gsA7mp,"2016-05-14 13:03:51"
281320573,"Qian Hu Fish Gallery@Lim Chu Kang",BBCkh_IFQ_H,"2016-01-27 11:05:20"
281320573,"Qian Hu Fish Gallery@Lim Chu Kang",_hG_6DhVXn,"2015-12-20 14:40:57"
281320573,"Qian Hu Fish Gallery@Lim Chu Kang",_JkvbYwK3V,"2015-12-11 11:19:04"
281320573,"Qian Hu Fish Gallery@Lim Chu Kang",_E0KoDQdkS,"2015-12-09 14:57:39"
281320573,"Qian Hu Fish Gallery@Lim Chu Kang",9lBFcGJE_6,"2015-11-02 10:03:26"
305351825,"SAF Detention Barrack",BBuahvvSon0,"2016-02-13 11:44:30"
305351825,"SAF Detention Barrack",BA_SA6Zqdi_,"2016-01-26 04:25:49"
305351825,"SAF Detention Barrack",5v6gEoKKmf,"2015-07-30 05:31:59"
305351825,"SAF Detention Barrack",5cKWkYQ1d2,"2015-07-22 13:25:41"
305351825,"SAF Detention Barrack",sEH9HmFzFc,"2014-08-24 02:34:50"
305351825,"SAF Detention Barrack",sEGVFylzC1,"2014-08-24 02:20:38"
305351825,"SAF Detention Barrack",sEFYbjFzBH,"2014-08-24 02:12:21"
305351825,"SAF Detention Barrack",sEDBRqlzM-,"2014-08-24 01:51:43"
305351825,"SAF Detention Barrack",sEB_AdlzLH,"2014-08-24 01:42:40"
305351825,"SAF Detention Barrack",r15x2IlzAL,"2014-08-18 14:01:36"
305351825,"SAF Detention Barrack",r0qDqLFzIi,"2014-08-18 02:24:59"
305351825,"SAF Detention Barrack",qIU0RTFzIX,"2014-07-07 00:41:24"
313836720,"PIONEER Landscape Pte Ltd",BOwzjlsFWwh,"2017-01-02 12:49:49"
313836720,"PIONEER Landscape Pte Ltd",BEfBzUUgrv1,"2016-04-22 01:54:01"
313836720,"PIONEER Landscape Pte Ltd",BAjNYZloMYM,"2016-01-15 06:46:35"
313836720,"PIONEER Landscape Pte Ltd",BAWaet9gcvI,"2016-01-10 07:30:55"
313836720,"PIONEER Landscape Pte Ltd",8NJfcxpNSs,"2015-09-29 07:03:44"
313836720,"PIONEER Landscape Pte Ltd",5BPxyNMyw5,"2015-07-12 02:33:36"
313836720,"PIONEER Landscape Pte Ltd",4LUEbFMD50,"2015-06-21 03:52:06"
313836720,"PIONEER Landscape Pte Ltd",zjZWn7pJGO,"2015-02-26 05:43:05"
2798935,"Toh Orchids",BQXZANvgISM,"2017-02-11 08:59:34"
2798935,"Toh Orchids",BQXIUI-A23S,"2017-02-11 06:33:44"
2798935,"Toh Orchids",BBKNGJnSQTL,"2016-01-30 10:14:29"
2798935,"Toh Orchids",BBJ4D-kSQXE,"2016-01-30 07:10:41"
2798935,"Toh Orchids",46QQj4i-Ao,"2015-07-09 09:23:07"
2798935,"Toh Orchids",i8XN-pKHWN,"2014-01-09 09:31:44"
2798935,"Toh Orchids",b-uWW3o_i7,"2013-07-20 07:52:35"
2798935,"Toh Orchids",b-MQSkI_qw,"2013-07-20 02:54:39"
2798935,"Toh Orchids",YCk40AShTZ,"2013-04-13 09:41:17"
2798935,"Toh Orchids",Uam6A1t4I4,"2013-01-13 07:35:08"
2798935,"Toh Orchids",PQlmbdjZ6J,"2012-09-07 03:34:20"
2798935,"Toh Orchids",OvClUzhJZQ,"2012-08-25 02:53:25"
358308282,"Lorong Kebasi",BCtnRgYrRJ0,"2016-03-09 00:48:02"
358308282,"Lorong Kebasi",BChzvUbF3Aj,"2016-03-04 10:46:05"
358308282,"Lorong Kebasi",BCRUlzUqKu-,"2016-02-27 01:06:03"
358308282,"Lorong Kebasi",BB1H5KAKKkQ,"2016-02-16 02:16:21"
358308282,"Lorong Kebasi",BBtMRAPqKhS,"2016-02-13 00:20:39"
358308282,"Lorong Kebasi",BAWYmCmTbPC,"2016-01-10 07:14:27"
358308282,"Lorong Kebasi",rZGW1ZAPbS,"2014-08-07 09:33:32"
358308282,"Lorong Kebasi",rXSh_gAPXY,"2014-08-06 16:41:26"
358308282,"Lorong Kebasi",rWld2ogPYd,"2014-08-06 10:07:39"
358308282,"Lorong Kebasi",rUmPGDAPXf,"2014-08-05 15:35:53"
358308282,"Lorong Kebasi",rUe0CjAPaR,"2014-08-05 14:31:02"
358308282,"Lorong Kebasi",rUeWbegPZU,"2014-08-05 14:26:59"
247043402,"Sungei Tengah 96",BQhrG6Fhl1S,"2017-02-15 08:50:10"
247043402,"Sungei Tengah 96",BQhq8DaBatn,"2017-02-15 08:48:41"
247043402,"Sungei Tengah 96",BG2y_I-g8Yu,"2016-06-20 00:29:08"
247043402,"Sungei Tengah 96",BFN8D6ag8ac,"2016-05-10 07:08:10"
247043402,"Sungei Tengah 96",BExJB83D1fj,"2016-04-29 02:43:31"
247043402,"Sungei Tengah 96",BEosTl4g8dX,"2016-04-25 19:58:36"
247043402,"Sungei Tengah 96",_NaSnPxtq3,"2015-12-12 23:04:43"
651590929,"Qian Hu Fish farm"," Singapore",BOO5rcYAKor,"2016-12-20 08:49:08"
651590929,"Qian Hu Fish farm"," Singapore",BH3WnHTBOCl,"2016-07-15 02:11:49"
651590929,"Qian Hu Fish farm"," Singapore",BHD1uR9hs_O,"2016-06-25 02:03:10"
651590929,"Qian Hu Fish farm"," Singapore",3A4TzesWgs,"2015-05-23 06:05:44"
651590929,"Qian Hu Fish farm"," Singapore",2gFkqbinI9,"2015-05-10 12:26:42"
651590929,"Qian Hu Fish farm"," Singapore",2JPGpoJ_m5,"2015-05-01 15:27:27"
651590929,"Qian Hu Fish farm"," Singapore",0xNtmGuae8,"2015-03-28 11:02:07"
324378833,"Ama Keng Area",BOVG91PhVZt,"2016-12-22 18:40:41"
324378833,"Ama Keng Area",BBrHyISsbM6,"2016-02-12 05:03:00"
324378833,"Ama Keng Area",4lAGCJgsbd,"2015-07-01 03:17:49"
324378833,"Ama Keng Area",1W3FL1QRgC,"2015-04-12 01:55:30"
877057,"Kor Fah Technological Farm",U7ykR4EDRt,"2013-01-26 04:51:57"
877057,"Kor Fah Technological Farm",RmMbxJmX-8,"2012-11-04 06:00:31"
877057,"Kor Fah Technological Farm",LHOmbTjhLQ,"2012-05-27 02:14:37"
877057,"Kor Fah Technological Farm",KRo4pfw9Gu,"2012-05-06 06:45:19"
877057,"Kor Fah Technological Farm",JEyF5JGjS_,"2012-04-06 10:24:14"
877057,"Kor Fah Technological Farm",6J5D,"2011-01-08 02:34:10"
877057,"Kor Fah Technological Farm",6Jul,"2011-01-08 02:30:51"
865299741,"Qian Hu Fish Gallery",7AIJukGNwg,"2015-08-30 09:10:30"
865299741,"Qian Hu Fish Gallery",53OCYHE-Js,"2015-08-02 01:37:22"
865299741,"Qian Hu Fish Gallery",50wsjfLqTX,"2015-08-01 02:42:30"
865299741,"Qian Hu Fish Gallery",5oZQ4YswkA,"2015-07-27 07:26:52"
865299741,"Qian Hu Fish Gallery",5RGrCvDq_o,"2015-07-18 06:21:53"
865299741,"Qian Hu Fish Gallery",4bzfuJBpOQ,"2015-06-27 13:34:34"
820497060,"Qian Hu Corporation",-Jz3ndOJnw,"2015-11-16 16:59:51"
820497060,"Qian Hu Corporation",-GzqnMt7cM,"2015-11-15 13:00:22"
579612008,"Sungei Tengah Rd",BSU7EBXhy8m,"2017-04-01 03:02:15"
579612008,"Sungei Tengah Rd",BSFqf6DFWAn,"2017-03-26 04:48:54"
579612008,"Sungei Tengah Rd",BRmt-XWhzxT,"2017-03-14 04:22:49"
579612008,"Sungei Tengah Rd",BRers3fDlIZ,"2017-03-11 01:29:02"
579612008,"Sungei Tengah Rd",BQ_7DlZgR8s,"2017-02-27 02:46:45"
579612008,"Sungei Tengah Rd",BQ1tnsul0Fo,"2017-02-23 03:36:56"
579612008,"Sungei Tengah Rd",5lsY2QzBA4,"2015-07-26 06:16:15"
579612008,"Sungei Tengah Rd",yNyW_CFRZL,"2015-01-23 23:46:54"
265494637,"Siloso Beach",BCEfUmAks3u,"2016-02-22 01:29:41"
265494637,"Siloso Beach",7MoK4VH3U1,"2015-09-04 05:41:10"
265494637,"Siloso Beach",1YRHRgtLM2,"2015-04-12 15:02:13"
265494637,"Siloso Beach",rUTxsarecF,"2014-08-05 12:54:35"
265494637,"Siloso Beach",rTH6wrLeX3,"2014-08-05 01:51:44"
265494637,"Siloso Beach",o0Bg3lqRFM,"2014-06-04 06:56:31"
265494637,"Siloso Beach",oyZj4vnLPM,"2014-06-03 15:48:10"
265494637,"Siloso Beach",neUEhSyiKb,"2014-05-02 00:03:59"
833149857,"Orchird Ville",BFB3uYCSaND,"2016-05-05 14:39:23"
833149857,"Orchird Ville",BE8w1HhjZMG,"2016-05-03 15:02:56"
833149857,"Orchird Ville",BCxSaEuhjxW,"2016-03-10 11:02:40"
833149857,"Orchird Ville",85eiRChuPb,"2015-10-16 12:14:12"
99277234,"Weekend Farm",w3a18aBljs,"2014-12-21 10:46:43"
99277234,"Weekend Farm",iKvp9OApuL,"2013-12-21 03:03:15"
99277234,"Weekend Farm",hVOUwuuHNl,"2013-11-30 08:12:15"
99277234,"Weekend Farm",hU2XQRuHED,"2013-11-30 04:42:52"
99277234,"Weekend Farm",gejLfcox-k,"2013-11-09 02:36:15"
329992873,"21Sa Kranji Camp 2",BRI4IKsAEHq,"2017-03-02 14:14:19"
329992873,"21Sa Kranji Camp 2",_MdZAIAxzD,"2015-12-12 14:12:33"
329992873,"21Sa Kranji Camp 2",qM-QkWAwGd,"2014-07-08 20:00:29"
253791288,"Track 14",51tLoWuEcP,"2015-08-01 11:31:02"
253791288,"Track 14",zASmEXFFYH,"2015-02-12 14:30:36"
117102049,"SAF Detention Barracks",uEcWnKPL5a,"2014-10-12 22:35:52"
117102049,"SAF Detention Barracks",b_quweKafP,"2013-07-20 16:40:12"
597604580,"80 Sungei Tengah",BOeFbpUjth3,"2016-12-26 06:20:27"
597604580,"80 Sungei Tengah",BOXGASyDTnN,"2016-12-23 13:10:46"
597604580,"80 Sungei Tengah",BONBl0gDveG,"2016-12-19 15:19:47"
